,Loan_Amount,Monthly_Salary,Total_Income_for_Join_Application,Total_Sum_of_Loan,Years_to_Financial_Freedom,Loan_Tenure_Year,Credit_Card_Exceed_Months,State,Credit_Card_types,Years_for_Property_to_Completion,Number_of_Bank_Products,Decision
404,0.8,0.11,0.71,0.56,4,10,2,7,0,0,1,0
405,0.23,0.73,0.22,0.69,4,7,2,7,1,2,1,0
406,0.49,0.54,0.37,0.73,4,2,2,7,0,0,1,0
407,0.61,0.05,0.62,0.3,4,5,2,7,1,2,0,1
408,0.4,0.81,0.26,0.56,6,5,2,7,2,0,1,0
409,0.77,0.16,0.49,0.16,4,9,2,7,2,0,0,0
410,0.39,0.44,0.69,0.74,4,7,2,7,1,0,0,0
411,0.78,0.29,0.18,0.69,4,12,2,7,1,0,0,0
412,0.37,0.46,0.59,0.56,4,6,2,7,0,0,0,0
413,0.48,0.29,0.44,0.06,8,1,2,7,1,0,1,0
414,0.29,0.44,0.91,0.37,4,9,2,7,1,0,0,0
415,0.5,0.17,0.65,0.49,4,14,2,7,1,0,0,0
416,0.38,0.24,0.61,0.27,7,3,2,7,2,0,0,0
417,0.41,0.84,0.73,0.23,10,7,2,7,0,0,1,0
418,0.54,0.4,0.45,0.39,10,12,2,7,0,0,0,0
419,0.65,0.92,0.43,0.84,4,11,2,7,0,0,1,1
420,0.92,0.12,0.14,0.87,4,11,2,7,1,0,0,0
421,0.14,0.38,0.86,0.37,4,1,2,7,1,0,0,1
422,0.55,0.28,0.46,0.53,4,11,2,7,1,0,0,1
423,0.28,0.85,0.16,0.55,10,11,2,7,0,0,0,0
424,0.95,0.45,0.71,0.56,10,9,2,7,0,2,0,1
425,0.49,0.14,0.45,0.53,10,10,2,7,0,0,2,0
426,0.39,0.16,0.36,0.92,4,13,2,7,1,0,0,1
427,0.76,0.64,0.37,0.24,4,7,2,7,1,0,0,1
428,0.89,0.15,0.61,0.66,10,12,2,7,1,0,0,0
429,0.77,0.42,0.36,0.04,4,3,2,7,1,0,0,0
430,0.45,0.71,0.45,0.37,9,6,2,7,1,0,1,0
431,0.68,0.36,0.05,0.23,10,0,2,7,0,0,2,0
432,0.48,0.43,0.21,0.26,4,10,2,7,1,2,0,0
433,0.16,0.23,0.37,0.44,4,4,2,7,1,0,0,0
434,0.82,0.47,0.31,0.19,4,0,2,7,0,0,0,0
435,0.0,0.09,0.61,0.73,4,14,2,7,1,0,0,0
436,0.55,0.15,0.06,0.43,10,9,2,7,1,0,0,0
437,0.76,0.01,0.38,0.22,11,9,2,7,1,2,0,0
438,0.08,0.91,0.78,0.09,4,0,2,7,1,0,2,0
439,0.39,0.35,0.71,0.77,4,11,2,7,1,0,0,1
440,0.66,0.48,0.43,0.5,4,13,2,7,1,0,0,0
441,0.56,0.02,0.03,0.97,10,14,2,7,1,2,0,0
442,0.08,0.77,0.38,0.45,4,8,2,7,0,0,0,1
443,0.16,0.1,0.01,0.89,10,3,2,7,1,0,0,0
444,0.53,0.49,0.48,0.36,4,12,2,7,0,0,0,0
445,0.54,0.4,0.6,0.88,4,8,2,7,0,1,0,0
446,0.17,0.01,0.49,0.51,4,8,2,7,1,0,0,0
447,0.87,0.88,0.64,0.52,4,7,2,7,2,0,0,1
448,0.72,0.44,0.74,0.29,4,2,2,7,0,0,0,0
449,0.64,0.92,0.45,0.41,4,11,2,7,0,0,0,1
450,0.42,0.23,0.28,0.46,4,9,2,7,1,0,0,1
451,0.84,0.14,0.66,0.27,10,7,2,7,0,0,1,0
452,0.6,0.93,0.44,0.66,10,13,2,7,1,0,0,0
453,0.74,0.86,0.49,0.72,4,11,2,7,0,0,1,1
454,0.64,0.22,0.23,0.61,7,6,2,7,2,1,1,0
455,0.6,0.48,0.85,0.4,4,5,2,7,1,0,0,0
456,0.78,0.57,0.49,0.89,4,7,2,7,0,0,0,0
457,0.15,0.9,0.23,0.76,4,2,2,7,1,0,0,0
458,0.86,0.44,0.48,0.85,4,8,2,7,0,0,0,0
459,0.27,0.15,0.05,0.28,4,14,2,7,1,0,1,0
460,0.77,0.04,0.32,0.57,9,2,2,7,0,0,0,1
461,0.49,0.28,0.36,0.6,8,5,2,7,1,0,0,0
462,0.77,0.47,0.37,0.87,4,0,2,7,2,0,1,0
463,0.06,0.47,0.44,0.92,11,11,2,7,1,0,1,0
464,0.6,0.27,0.18,0.77,4,10,2,7,0,0,0,0
465,0.41,0.03,0.33,0.72,10,6,2,7,0,0,1,0
466,0.6,0.77,0.29,0.63,10,7,2,7,1,0,0,0
467,0.85,0.38,0.38,0.76,4,8,2,7,0,0,0,0
468,0.61,0.93,0.91,0.3,9,2,2,7,1,0,0,0
469,0.75,0.57,0.38,0.6,4,7,2,7,2,0,0,0
470,0.47,0.17,0.47,0.21,4,11,2,7,1,0,0,0
471,0.59,0.46,0.12,0.75,4,11,2,7,1,2,0,1
472,0.51,0.43,0.55,0.49,4,3,2,7,1,0,0,0
473,0.09,0.55,0.68,0.63,4,0,2,7,1,0,1,0
474,0.33,0.06,0.2,0.44,10,12,2,7,1,0,0,0
475,0.16,0.44,0.89,0.99,10,4,2,7,2,0,0,0
476,0.62,0.5,0.62,0.77,4,12,2,7,0,0,0,0
477,0.45,0.78,0.86,0.47,4,5,2,7,1,0,0,0
478,0.62,0.45,0.55,0.91,4,3,2,7,1,0,0,0
479,0.17,0.85,0.81,0.57,9,2,2,7,1,0,0,0
480,0.9,0.46,0.6,0.97,8,8,2,7,0,0,0,0
481,0.54,0.49,0.4,0.77,11,12,2,7,1,0,0,0
482,0.18,0.65,0.11,0.86,10,7,2,7,0,2,1,0
483,0.66,0.36,0.89,0.63,10,7,2,7,1,0,0,0
484,0.93,0.93,0.64,0.46,9,8,2,7,1,0,0,0
485,0.55,0.61,0.97,0.62,6,8,2,7,1,0,1,0
486,0.14,0.1,0.47,0.67,4,14,2,7,0,0,0,0
487,0.65,0.73,0.48,0.79,4,14,2,7,0,0,1,0
488,0.32,0.71,0.06,0.96,4,1,2,7,1,0,0,0
489,0.66,0.18,0.77,0.47,4,8,2,7,1,0,0,1
490,0.06,0.27,0.82,0.21,4,14,2,7,0,2,1,0
491,0.45,0.56,0.23,0.42,4,2,2,7,0,0,1,0
492,0.65,0.11,0.44,0.53,4,13,2,7,0,0,0,0
493,0.22,0.44,0.2,0.09,10,4,2,7,2,0,0,0
494,0.69,0.77,0.96,0.91,8,7,2,7,0,0,0,0
495,0.68,0.12,0.43,0.75,4,11,2,7,0,0,0,0
496,0.77,0.03,0.42,0.0,4,8,2,7,1,0,0,0
497,0.84,0.77,0.62,0.06,4,12,2,7,1,0,1,1
498,0.72,0.43,0.33,0.14,4,9,2,7,1,0,0,0
499,0.99,0.09,0.41,0.32,10,13,2,7,0,1,0,0
500,0.21,0.12,0.58,0.49,10,3,5,7,0,2,0,0
501,0.38,0.71,0.55,0.71,5,13,5,7,0,2,0,0
502,0.06,0.36,0.17,0.44,5,5,5,7,1,2,0,0
503,0.27,0.91,0.44,0.5,5,7,5,7,2,2,0,0
504,0.43,0.82,0.38,0.3,5,1,5,7,2,2,0,1
505,0.78,0.28,0.8,0.19,5,9,5,7,0,2,0,0
506,0.79,0.27,0.65,0.24,5,13,5,7,1,2,0,0
507,0.55,0.72,0.17,0.73,5,7,5,7,1,2,0,0
508,0.82,0.33,0.01,0.5,5,6,5,7,1,2,0,0
509,0.57,0.47,0.37,0.65,5,5,5,7,0,2,0,0
510,0.14,0.82,0.74,0.04,5,7,5,7,0,2,0,1
511,0.79,0.82,0.22,0.96,5,4,5,7,0,2,0,0
512,0.48,0.55,0.49,0.48,5,0,5,7,0,2,0,0
513,0.26,0.44,0.45,0.48,5,8,5,7,0,2,0,0
514,0.38,0.36,0.66,0.75,11,13,5,7,1,0,0,1
515,0.6,0.78,0.3,0.78,10,9,5,7,1,2,0,1
516,0.63,0.14,0.17,0.34,7,8,5,7,0,2,0,0
517,0.65,0.91,0.84,0.1,5,9,5,7,2,2,1,1
518,0.05,0.38,0.94,0.91,5,10,5,7,1,2,0,1
519,0.52,0.0,0.47,0.98,5,14,5,7,1,2,0,0
520,0.21,0.88,0.5,0.3,5,10,5,7,1,2,0,0
521,0.54,0.51,0.31,0.3,5,14,5,7,1,2,1,0
522,0.03,0.41,0.98,0.51,10,0,5,7,1,2,0,0
523,0.62,0.99,0.4,0.89,5,8,5,7,1,2,0,0
524,0.2,0.41,0.43,0.85,5,9,5,7,0,2,0,0
525,0.45,0.78,0.7,0.26,5,9,5,7,1,2,0,1
526,0.31,0.75,0.38,0.4,10,0,5,7,0,2,1,0
527,0.99,0.62,0.53,0.84,11,14,5,7,1,2,0,0
528,0.15,0.09,0.52,0.28,5,9,5,7,0,2,1,0
529,0.09,0.76,0.31,0.64,5,4,5,7,1,2,0,0
530,0.17,0.27,0.7,0.52,5,4,5,7,0,2,0,0
531,0.27,0.16,0.57,0.24,5,9,5,7,2,2,0,0
532,0.5,0.14,0.33,0.84,5,7,5,7,1,2,0,0
533,0.68,0.13,0.18,0.57,5,4,5,7,2,2,0,0
534,0.98,0.39,0.47,0.69,5,11,5,7,0,2,0,0
535,0.87,0.48,0.81,0.75,11,11,5,7,2,2,0,0
536,0.72,0.83,0.04,0.49,5,8,5,7,2,2,0,0
537,0.82,0.24,0.38,0.4,5,6,5,7,1,2,0,0
538,0.37,0.21,0.47,0.39,5,8,5,7,1,2,0,1
539,0.6,0.42,0.5,0.11,5,3,5,7,1,2,0,0
540,0.09,0.42,0.3,0.6,5,8,5,7,1,2,0,0
541,0.01,0.17,0.19,0.37,5,8,5,7,1,2,0,1
542,0.07,0.51,0.6,0.02,5,1,5,7,1,1,0,0
543,0.32,0.48,0.52,0.17,5,7,5,7,2,2,0,1
544,0.16,0.51,0.12,0.72,5,3,5,7,1,2,1,1
545,0.36,0.81,0.31,0.41,9,2,5,7,1,2,0,0
546,0.02,0.34,0.23,0.4,5,13,5,7,1,2,0,0
547,0.7,0.75,0.18,0.02,10,11,5,7,0,2,1,0
548,0.59,0.13,0.37,0.7,5,2,5,7,1,2,0,1
549,0.17,0.6,0.3,0.34,5,4,5,7,2,1,0,0
550,0.23,0.14,0.3,0.8,10,4,5,7,0,2,0,0
551,1.0,0.46,0.29,0.24,5,1,5,7,1,2,1,0
552,0.02,0.9,0.38,0.18,5,4,5,7,1,2,0,0
553,0.7,0.42,0.49,0.73,5,8,5,7,0,2,0,1
554,0.6,0.09,0.32,0.07,5,3,5,7,0,1,0,1
555,0.8,0.31,0.48,0.36,5,10,5,7,1,2,1,0
556,0.85,0.24,0.39,0.51,11,11,5,7,1,2,0,0
557,0.57,0.41,0.3,0.14,5,1,5,7,0,2,0,0
558,0.56,0.58,0.32,0.11,8,3,5,7,0,2,0,1
559,0.25,0.62,0.39,0.78,5,10,5,7,1,2,1,0
560,0.7,0.87,0.19,0.8,5,4,5,7,0,2,0,0
561,0.56,0.17,0.54,0.72,5,11,5,7,1,2,1,1
562,0.29,0.53,0.61,0.76,5,3,5,7,0,2,1,0
563,0.85,0.73,0.31,0.04,5,11,5,7,1,2,0,1
564,0.36,0.17,0.45,0.82,10,9,5,7,1,2,0,0
565,0.15,0.41,0.31,0.83,5,10,5,7,0,2,0,0
566,0.75,0.69,0.03,0.38,5,4,5,7,0,2,1,1
567,0.0,0.78,0.39,0.27,5,8,5,7,0,2,0,1
568,0.69,0.24,0.4,0.91,5,13,5,7,0,2,0,0
569,0.02,0.25,0.47,0.81,5,2,5,7,1,2,0,0
570,0.95,0.26,0.56,0.99,5,12,5,7,0,2,1,1
571,0.55,0.98,1.0,0.64,10,0,5,7,1,2,0,1
572,0.48,0.64,0.27,0.36,5,0,5,7,0,2,0,0
573,0.03,0.59,0.08,0.83,10,9,5,7,0,2,0,1
574,0.67,0.17,0.66,0.27,5,14,5,7,0,2,0,1
575,0.56,0.2,0.33,0.28,7,8,5,7,0,1,0,0
576,0.62,0.19,0.01,0.85,10,12,5,7,1,2,1,0
577,0.55,0.37,0.06,0.54,5,2,5,7,1,2,0,0
578,0.72,0.89,0.96,1.0,5,12,5,7,2,2,0,0
579,0.09,0.59,0.84,0.38,5,8,5,7,0,2,0,1
580,0.94,0.91,0.48,0.46,5,11,5,7,0,2,0,1
581,0.55,0.92,0.97,0.31,5,0,5,7,2,2,0,0
582,0.41,0.39,0.36,0.08,5,5,5,7,1,2,0,1
583,0.71,0.42,0.48,0.03,5,11,5,7,0,2,0,0
584,0.44,0.52,0.73,0.48,5,10,5,7,0,2,1,0
585,0.77,0.14,0.38,0.09,5,11,5,7,0,2,0,0
586,0.49,0.68,0.25,0.82,8,5,5,7,2,1,0,0
587,0.13,0.9,0.47,0.04,5,9,5,7,0,2,0,0
588,0.5,0.14,0.33,0.84,5,7,5,7,1,2,0,0
589,0.22,0.3,0.36,0.22,8,0,5,7,2,2,0,1
590,0.54,0.05,0.45,0.44,7,9,5,7,1,2,0,0
591,0.55,0.11,0.36,0.82,5,4,5,7,0,2,0,0
592,0.55,0.27,0.04,0.23,5,1,5,7,1,1,1,0
593,0.17,0.8,0.85,0.39,10,8,5,7,0,2,1,0
594,0.67,0.12,0.31,0.9,5,3,5,7,1,1,0,0
595,0.08,0.36,0.85,0.08,5,11,5,7,0,2,1,1
596,0.48,0.39,0.3,0.67,9,3,5,7,0,2,0,0
597,0.17,0.95,0.98,0.78,5,8,5,7,1,2,1,0
598,0.79,0.5,0.13,0.61,11,2,5,7,0,2,0,0
599,0.86,0.16,0.35,0.8,10,5,5,7,2,2,0,0
600,0.13,0.12,0.11,0.65,6,9,3,7,1,0,2,1
601,0.99,0.27,0.4,0.3,6,4,3,7,0,0,2,0
602,0.11,0.13,0.76,0.81,6,5,3,7,0,0,2,1
603,0.36,0.8,0.3,0.13,6,11,3,7,0,2,1,1
604,0.46,0.61,0.78,0.65,6,4,3,7,0,0,2,0
605,0.23,0.89,0.21,0.08,6,4,3,7,1,0,2,1
606,0.05,0.34,0.45,0.92,10,10,3,7,1,0,1,0
607,0.48,0.43,0.55,0.57,6,6,3,7,0,0,2,0
608,0.85,0.29,0.01,0.77,6,3,3,7,1,0,1,1
609,0.73,0.64,0.04,0.59,10,9,3,7,1,2,1,0
610,0.81,0.63,0.05,0.98,6,0,3,7,0,1,1,0
611,0.63,0.69,0.46,0.95,6,9,3,7,2,0,1,0
612,0.03,0.82,0.38,0.0,6,8,3,7,1,0,1,1
613,0.31,0.3,0.01,0.37,6,5,3,7,0,0,2,0
614,0.43,0.25,0.42,0.15,6,2,3,7,1,0,2,0
615,0.32,0.83,0.4,0.61,6,3,3,7,1,0,2,0
616,0.49,0.1,0.45,0.85,6,7,3,7,0,0,1,0
617,0.94,0.12,0.39,0.2,6,2,3,7,1,1,2,0
618,0.5,0.47,0.48,0.38,6,13,3,7,2,0,2,0
619,0.22,0.79,0.48,0.05,6,8,3,7,1,0,1,0
620,0.9,0.34,0.34,0.84,6,2,3,7,1,0,2,1
621,0.63,0.52,0.22,0.16,12,10,3,7,1,0,2,0
622,0.42,0.15,0.56,0.7,6,0,3,7,1,0,2,0
623,0.24,0.28,0.73,0.65,6,3,3,7,0,0,2,1
624,0.77,0.89,0.32,0.58,6,8,3,7,1,0,2,1
625,0.92,0.14,0.79,0.5,6,11,3,7,1,0,2,1
626,0.54,0.94,0.72,0.54,6,0,3,7,0,0,2,0
627,0.69,0.12,0.85,0.47,6,8,3,7,1,0,0,0
628,0.61,0.53,0.87,0.87,6,13,3,7,1,0,0,0
629,0.67,0.75,0.42,0.59,6,12,3,7,1,0,2,0
630,0.11,0.54,0.41,0.88,9,13,3,7,1,0,0,0
631,0.48,0.51,0.01,0.48,6,1,3,7,1,0,2,1
632,0.46,0.2,0.42,0.6,6,2,3,7,1,0,2,0
633,0.32,0.01,0.37,0.87,6,2,3,7,0,0,2,0
634,0.53,0.61,0.62,0.86,6,5,3,7,0,0,2,0
635,0.29,0.58,0.44,0.9,6,6,3,7,0,0,2,0
636,0.52,0.82,0.56,0.19,10,9,3,7,0,2,1,1
637,0.91,0.33,0.28,0.5,6,9,3,7,1,0,2,0
638,0.08,0.75,0.17,0.75,6,13,3,7,1,0,2,0
639,0.96,0.47,0.5,0.31,6,10,3,7,1,0,1,0
640,0.04,0.5,0.43,0.79,9,4,3,7,1,1,2,0
641,0.75,0.34,0.41,0.81,8,3,3,7,1,0,2,1
642,0.61,0.52,0.48,0.65,6,8,3,7,0,2,2,0
643,0.41,0.08,0.51,0.17,10,10,3,7,0,0,2,1
644,0.02,0.03,0.84,0.12,10,9,3,7,1,0,1,0
645,0.94,0.74,0.53,0.84,6,9,3,7,1,0,1,0
646,0.8,0.85,0.39,0.72,6,5,3,7,0,0,2,1
647,0.64,0.23,0.4,0.18,9,3,3,7,1,0,2,0
648,0.89,0.4,0.35,0.35,6,4,3,7,0,0,2,0
649,0.73,0.52,0.52,0.23,6,13,3,7,1,0,2,0
650,0.55,0.97,0.02,0.13,6,3,3,7,1,0,2,0
651,0.3,0.71,0.44,0.81,6,4,3,7,2,0,2,0
652,0.88,0.66,0.63,0.41,10,10,3,7,0,0,2,1
653,0.61,0.28,0.4,0.36,6,0,3,7,1,0,2,0
654,0.46,0.58,0.54,0.04,6,6,3,7,1,2,1,0
655,0.7,0.45,0.15,0.1,6,10,3,7,1,2,0,0
656,0.08,0.3,0.48,0.35,6,2,3,7,0,0,2,0
657,0.5,0.7,0.45,0.56,6,12,3,7,1,0,2,0
658,0.12,0.61,0.56,0.39,6,9,3,7,0,0,1,0
659,0.93,0.53,0.53,0.81,6,9,3,7,1,0,2,0
660,0.12,0.94,0.76,0.8,10,9,3,7,1,0,2,0
661,0.77,0.1,0.17,0.7,6,2,3,7,1,0,2,0
662,0.26,0.95,0.62,0.99,10,13,3,7,1,0,2,0
663,0.64,0.02,0.85,0.47,6,8,3,7,0,0,2,1
664,0.69,0.42,0.45,0.97,6,2,3,7,1,0,2,0
665,0.7,0.51,0.34,0.4,6,11,3,7,1,0,1,0
666,0.77,0.8,0.05,0.85,10,7,3,7,1,0,2,0
667,0.03,0.26,0.44,0.76,6,1,3,7,1,0,2,0
668,0.19,0.46,0.45,0.64,6,6,3,7,1,2,2,0
669,0.02,0.55,0.5,0.63,6,9,3,7,1,0,2,0
670,0.25,0.27,0.39,0.17,6,2,3,7,1,1,2,0
671,0.51,0.58,0.46,0.0,10,5,3,7,1,0,1,0
672,0.94,0.05,0.61,0.01,10,14,3,7,0,0,2,0
673,0.12,0.81,0.61,0.32,10,7,3,7,0,0,2,0
674,0.64,0.61,0.42,0.08,6,9,3,7,1,1,2,0
675,0.68,0.52,0.74,0.2,10,3,3,7,1,0,1,0
676,0.7,0.73,0.04,0.09,6,14,3,7,1,0,2,1
677,0.13,0.3,0.67,0.8,6,1,3,7,1,0,2,0
678,0.73,0.24,0.63,0.82,7,0,3,7,1,1,2,0
679,0.78,0.2,0.09,0.82,6,12,3,7,0,0,2,0
680,0.75,0.53,0.61,0.45,6,13,3,2,2,0,2,1
681,0.4,0.15,0.75,0.47,6,12,3,2,1,0,2,0
682,0.63,0.1,0.94,0.13,6,5,3,2,0,0,1,0
683,0.68,0.99,0.28,0.86,6,0,3,2,0,0,1,0
684,0.25,0.24,0.47,0.52,6,1,3,2,1,0,2,0
685,0.7,0.22,0.28,0.87,6,0,3,2,1,0,2,0
686,0.54,0.04,0.58,0.61,6,9,3,2,1,0,2,0
687,0.72,0.5,0.35,0.28,8,7,3,2,1,0,2,0
688,0.76,0.96,0.65,0.04,6,14,3,2,0,1,2,1
689,0.14,0.15,0.55,0.62,6,1,3,2,1,0,2,1
690,0.85,0.49,0.09,0.73,6,2,3,2,1,0,1,0
691,1.0,0.6,0.31,0.25,6,12,3,2,2,0,2,0
692,0.71,0.41,0.01,0.48,6,10,3,2,1,0,2,0
693,0.14,0.08,0.79,0.39,6,9,3,2,1,0,2,1
694,0.42,0.15,0.57,0.89,6,3,3,2,1,0,2,0
695,0.65,0.32,0.74,0.67,6,7,3,2,0,0,2,0
696,0.8,0.12,0.64,0.6,6,9,3,2,1,0,2,0
697,0.96,0.87,0.77,0.09,6,7,3,2,1,0,1,0
698,0.64,0.28,0.64,0.92,6,14,3,2,1,0,2,0
699,0.12,0.12,0.35,0.91,6,6,3,2,1,2,1,0
700,0.36,0.53,0.93,0.9,10,9,5,2,1,0,2,0
701,0.13,0.6,0.43,0.87,10,8,5,2,1,0,1,0
702,0.51,0.22,0.56,0.64,7,2,5,2,1,0,2,0
703,0.55,0.6,0.65,0.58,7,9,5,2,2,0,2,1
704,0.79,0.43,0.28,0.74,7,2,5,2,2,0,2,1
705,0.98,0.53,0.57,0.79,7,7,5,2,1,0,2,0
706,0.42,0.96,0.72,0.64,7,10,5,2,1,0,1,0
707,0.31,0.11,0.28,0.84,7,5,5,2,0,0,1,0
708,0.23,0.37,0.54,0.53,7,6,5,2,1,0,2,0
709,0.67,0.7,0.69,0.85,7,13,5,2,1,0,2,1
710,0.42,0.65,0.53,0.55,7,3,5,2,1,0,2,0
711,0.99,0.75,0.87,0.72,7,1,5,2,1,0,2,0
712,0.71,0.6,0.8,0.71,6,4,5,2,1,0,2,1
713,0.36,0.57,0.5,0.73,7,5,5,2,1,0,2,1
714,0.35,0.54,0.93,0.9,7,6,5,2,1,0,2,1
715,0.71,0.55,0.33,0.43,7,6,5,2,0,0,2,0
716,0.99,0.38,0.41,0.68,7,3,5,2,1,0,1,0
717,0.29,0.77,0.61,0.58,7,2,5,2,1,0,1,0
718,0.7,0.35,0.15,0.27,7,6,5,2,0,2,2,0
719,0.2,0.51,0.96,0.23,7,7,5,2,1,0,2,1
720,0.57,0.63,0.69,0.25,7,12,5,2,2,0,2,0
721,0.55,0.74,0.88,0.65,7,3,5,2,0,0,2,0
722,0.41,0.04,0.04,0.62,7,8,5,2,1,0,2,0
723,0.13,0.16,0.19,0.51,7,9,5,2,0,0,2,0
724,0.65,0.87,0.18,0.79,7,12,5,2,1,0,2,0
725,0.61,0.56,0.16,0.22,7,5,5,2,0,0,2,0
726,0.4,0.22,0.58,0.75,7,5,5,2,0,0,1,0
727,0.54,0.24,0.56,0.8,7,11,5,2,0,0,0,0
728,0.63,0.1,0.61,0.69,7,10,5,2,1,0,2,0
729,0.76,0.52,0.67,0.25,7,7,5,2,0,0,2,0
730,0.1,0.55,0.18,0.5,7,5,5,2,1,0,2,0
731,0.54,0.33,0.54,0.55,7,9,5,2,1,0,2,1
732,0.4,0.62,0.65,0.64,7,4,5,2,2,0,2,0
733,0.0,0.14,0.42,0.44,7,11,5,2,1,2,2,1
734,0.59,0.18,0.16,0.9,10,8,5,2,1,0,1,0
735,0.23,0.59,0.45,0.49,6,6,5,2,1,0,2,0
736,0.29,0.08,0.32,0.29,7,4,5,2,0,0,2,0
737,0.01,0.83,0.15,0.42,7,6,5,2,0,0,1,0
738,0.53,0.7,0.48,0.72,7,0,5,2,1,0,2,0
739,0.62,0.57,0.31,0.45,7,12,5,2,1,1,2,1
740,0.67,0.33,0.44,0.33,7,8,5,2,1,0,2,1
741,0.86,0.91,0.59,0.51,7,8,5,2,1,0,2,0
742,0.61,0.5,0.48,0.56,7,7,5,2,0,0,2,1
743,0.27,0.0,0.6,0.48,7,10,5,2,0,2,2,0
744,0.95,0.75,0.37,0.98,7,8,5,2,1,0,1,0
745,0.17,0.89,0.64,0.42,7,9,5,2,1,0,2,1
746,0.49,1.0,0.61,0.6,7,12,5,2,1,0,0,1
747,0.64,0.13,0.7,0.48,7,7,5,2,1,0,2,0
748,0.46,0.76,0.07,0.41,7,3,5,2,1,0,2,0
749,0.63,0.49,0.84,0.7,7,2,5,2,1,0,2,0
750,0.08,0.43,0.57,0.07,7,5,5,2,2,0,1,0
751,0.08,0.99,0.92,0.18,10,7,5,2,1,0,2,1
752,0.28,0.56,0.01,0.24,7,11,5,2,1,1,2,0
753,0.79,0.48,0.36,0.43,7,12,5,2,0,0,1,1
754,0.58,0.38,0.81,0.79,7,10,5,2,1,0,1,0
755,0.04,0.54,0.14,0.47,10,2,5,2,1,0,1,1
756,0.17,0.82,0.57,0.56,7,4,5,2,1,0,2,0
757,0.64,0.4,0.38,0.09,7,0,5,2,1,0,2,0
758,0.56,0.25,0.66,0.62,4,12,5,2,1,1,2,0
759,0.86,0.37,0.6,0.92,7,1,5,2,0,0,2,1
760,0.42,0.47,0.62,0.82,7,13,5,2,1,0,2,1
761,0.5,0.32,0.41,0.9,7,0,5,2,1,0,2,0
762,0.37,0.03,0.45,0.74,10,12,5,2,1,0,2,0
763,0.48,0.46,0.51,0.98,7,7,5,2,0,0,2,0
764,0.66,0.57,0.61,0.46,6,3,5,2,1,0,0,0
765,0.14,0.86,0.04,0.57,7,0,5,2,0,0,2,0
766,0.57,0.28,0.69,0.32,7,3,5,2,1,0,2,1
767,0.58,0.38,0.43,0.79,7,1,5,2,1,0,2,0
768,0.06,0.93,0.53,0.92,8,5,5,2,1,1,1,1
769,0.65,0.33,0.7,0.48,7,5,5,2,1,0,2,0
770,0.98,0.48,0.01,0.98,7,10,5,2,1,0,2,1
771,0.78,0.3,0.54,0.89,7,9,5,2,1,0,1,0
772,0.74,0.22,0.34,0.73,7,1,5,2,1,0,1,0
773,0.05,0.57,0.35,0.03,7,12,5,2,1,0,0,0
774,0.81,0.68,0.18,0.92,10,9,5,2,1,0,1,1
775,0.24,0.58,0.64,0.33,7,13,5,2,1,0,2,0
776,0.62,0.92,0.67,0.32,6,2,5,2,1,0,2,1
777,0.68,0.05,0.49,0.55,7,7,5,2,1,0,2,0
778,0.33,0.57,0.6,0.41,7,5,5,2,1,0,2,1
779,0.57,0.25,0.24,0.12,7,9,5,2,1,0,0,0
780,0.26,0.43,0.5,0.54,7,7,5,2,0,0,2,0
781,0.46,0.25,0.6,0.0,7,10,5,2,1,0,2,0
782,0.57,0.01,0.89,0.48,10,9,5,2,0,1,2,0
783,0.24,0.58,0.64,0.33,7,13,5,2,1,0,2,0
784,0.75,0.67,0.01,0.08,5,9,5,2,1,1,2,0
785,0.78,0.82,0.74,0.27,7,11,5,2,0,0,2,0
786,0.59,0.84,0.2,0.26,7,6,5,2,1,1,2,0
787,0.19,0.48,0.68,0.92,7,12,5,2,0,0,2,1
788,0.38,0.77,0.58,0.57,5,0,5,2,1,0,2,0
789,0.69,0.82,0.23,0.24,7,12,5,2,0,0,1,0
790,0.16,0.81,0.99,0.62,10,8,5,2,1,0,2,0
791,0.71,0.17,0.35,0.04,7,6,5,2,1,0,2,1
792,0.67,0.5,0.63,0.55,7,14,5,2,1,0,2,0
793,0.08,0.51,0.2,0.22,7,2,5,2,1,1,2,1
794,0.42,0.44,0.31,0.45,7,7,5,2,0,0,2,0
795,0.69,0.57,0.45,0.28,7,2,5,2,0,0,2,1
796,0.6,0.95,0.65,0.65,7,9,5,2,1,0,2,1
797,0.88,0.02,0.52,0.74,7,7,5,2,0,0,2,0
798,0.72,0.06,0.39,0.16,7,4,5,2,1,0,1,1
799,0.75,0.27,0.39,0.46,7,6,5,2,2,0,2,0
800,0.91,0.39,0.29,0.24,8,7,4,2,1,3,0,0
801,0.8,0.59,0.17,0.26,8,7,4,2,1,3,0,0
802,0.59,0.38,0.36,0.47,5,0,4,2,1,3,0,1
803,0.85,0.24,1.0,0.3,8,4,4,2,0,1,1,0
804,0.13,0.31,0.72,0.98,8,8,4,2,0,2,1,1
805,0.89,0.24,1.0,0.39,8,12,4,2,0,3,0,1
806,0.68,0.33,0.04,0.52,8,8,4,2,2,3,0,0
807,0.9,0.04,0.28,0.45,8,13,4,2,1,3,0,0
808,0.5,0.63,0.76,0.35,8,9,4,2,1,3,0,0
809,0.33,0.8,0.51,0.84,8,8,4,2,1,3,0,0
810,0.8,0.98,0.88,0.57,8,8,4,2,0,3,0,1
811,0.55,0.43,0.11,0.53,8,2,4,2,1,3,0,0
